18:00:39.120 [XNIO-1 task-1]  -1Uc2lwuTU22Urz_BEBF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "b625893d", "b625893d", userId)
18:00:43.690 [XNIO-1 task-1]  MeF-NTnaRkCvTffCu3OGuw DEBUG com.networknt.schema.TypeValidator debug - validate( "b13a7108-121d-4436-821f-21699bb4f28e", {"password":"39b08bb7-52c2-4eb3-ab3e-f417c9afd679","newPassword":"b13a7108-121d-4436-821f-21699bb4f28e","newPasswordConfirm":"b13a7108-121d-4436-821f-21699bb4f28e"}, requestBody.newPasswordConfirm)
18:00:43.690 [XNIO-1 task-1]  MeF-NTnaRkCvTffCu3OGuw DEBUG com.networknt.schema.TypeValidator debug - validate( "39b08bb7-52c2-4eb3-ab3e-f417c9afd679", {"password":"39b08bb7-52c2-4eb3-ab3e-f417c9afd679","newPassword":"b13a7108-121d-4436-821f-21699bb4f28e","newPasswordConfirm":"b13a7108-121d-4436-821f-21699bb4f28e"}, requestBody.password)
18:00:43.690 [XNIO-1 task-1]  MeF-NTnaRkCvTffCu3OGuw DEBUG com.networknt.schema.TypeValidator debug - validate( "b13a7108-121d-4436-821f-21699bb4f28e", {"password":"39b08bb7-52c2-4eb3-ab3e-f417c9afd679","newPassword":"b13a7108-121d-4436-821f-21699bb4f28e","newPasswordConfirm":"b13a7108-121d-4436-821f-21699bb4f28e"}, requestBody.newPassword)
18:00:43.693 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:40d98f3d-111d-4fc1-9fe6-a7be4be4c586
18:00:43.704 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:bf18d252-9f27-424e-b8d0-c9a043bfe248
18:00:43.744 [XNIO-1 task-1]  xU4JvtfKQ_qHwZUshO_8Fw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:43.744 [XNIO-1 task-1]  xU4JvtfKQ_qHwZUshO_8Fw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.744 [XNIO-1 task-1]  xU4JvtfKQ_qHwZUshO_8Fw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:43.746 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:564791cd
18:00:43.753 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:fe63e39d
18:00:43.755 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fe63e39d
18:00:43.757 [XNIO-1 task-1]  fspkG-tnR5yugPgPihBmPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a94e25f5, base path is set to: null
18:00:43.758 [XNIO-1 task-1]  fspkG-tnR5yugPgPihBmPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.758 [XNIO-1 task-1]  fspkG-tnR5yugPgPihBmPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:43.758 [XNIO-1 task-1]  fspkG-tnR5yugPgPihBmPQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a94e25f5, base path is set to: null
18:00:43.758 [XNIO-1 task-1]  fspkG-tnR5yugPgPihBmPQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a94e25f5", "a94e25f5", userId)
18:00:43.767 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/a94e25f5
18:00:43.767 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.768 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:43.768 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:43.768 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/a94e25f5
18:00:43.769 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, requestBody)
18:00:43.769 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, requestBody)
18:00:43.769 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG com.networknt.schema.FormatValidator debug - validate( "2e4ffbe3-1dd0-4984-ac5f-e9523e160855", {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, requestBody.newPasswordConfirm)
18:00:43.769 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG com.networknt.schema.FormatValidator debug - validate( "f908ca91-3299-4a74-a3b2-79ecdc8623d3", {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, requestBody.password)
18:00:43.769 [XNIO-1 task-1]  IXVJLCI-SkCR6F1H1AuG_A DEBUG com.networknt.schema.FormatValidator debug - validate( "2e4ffbe3-1dd0-4984-ac5f-e9523e160855", {"password":"f908ca91-3299-4a74-a3b2-79ecdc8623d3","newPassword":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855","newPasswordConfirm":"2e4ffbe3-1dd0-4984-ac5f-e9523e160855"}, requestBody.newPassword)
18:00:43.796 [XNIO-1 task-1]  yeOUz5vcSEe8s8-GhaflVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.796 [XNIO-1 task-1]  yeOUz5vcSEe8s8-GhaflVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.797 [XNIO-1 task-1]  yeOUz5vcSEe8s8-GhaflVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.817 [XNIO-1 task-1]  1XBgTxKUTpypfZ7tiM3xMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.818 [XNIO-1 task-1]  1XBgTxKUTpypfZ7tiM3xMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.818 [XNIO-1 task-1]  1XBgTxKUTpypfZ7tiM3xMg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.827 [XNIO-1 task-1]  Lydn79JVSPyzgRz73nWAAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.827 [XNIO-1 task-1]  Lydn79JVSPyzgRz73nWAAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.827 [XNIO-1 task-1]  Lydn79JVSPyzgRz73nWAAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.846 [XNIO-1 task-1]  6A9IGeW_SHy_1RHyVgqUqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.846 [XNIO-1 task-1]  6A9IGeW_SHy_1RHyVgqUqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.846 [XNIO-1 task-1]  6A9IGeW_SHy_1RHyVgqUqw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.846 [XNIO-1 task-1]  6A9IGeW_SHy_1RHyVgqUqw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:43.853 [XNIO-1 task-1]  BcqXBNLWTqyS3ZCr3EypDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.853 [XNIO-1 task-1]  BcqXBNLWTqyS3ZCr3EypDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.854 [XNIO-1 task-1]  BcqXBNLWTqyS3ZCr3EypDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.888 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3cac78d7
18:00:43.896 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fe63e39d
18:00:43.908 [XNIO-1 task-1]  ssiJvRnITGq9GWaWIwdaxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a17379a5, base path is set to: null
18:00:43.908 [XNIO-1 task-1]  ssiJvRnITGq9GWaWIwdaxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.908 [XNIO-1 task-1]  ssiJvRnITGq9GWaWIwdaxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:43.908 [XNIO-1 task-1]  ssiJvRnITGq9GWaWIwdaxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a17379a5, base path is set to: null
18:00:43.909 [XNIO-1 task-1]  ssiJvRnITGq9GWaWIwdaxA DEBUG com.networknt.schema.TypeValidator debug - validate( "a17379a5", "a17379a5", userId)
18:00:43.920 [XNIO-1 task-1]  4MdTNWllTwKQY2WXEx3lNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/cc830065
18:00:43.920 [XNIO-1 task-1]  4MdTNWllTwKQY2WXEx3lNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.920 [XNIO-1 task-1]  4MdTNWllTwKQY2WXEx3lNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:43.920 [XNIO-1 task-1]  4MdTNWllTwKQY2WXEx3lNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/cc830065
18:00:43.942 [XNIO-1 task-1]  0ul8oT6iSnKXdrM5aPSTvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/f2b57b97, base path is set to: null
18:00:43.942 [XNIO-1 task-1]  0ul8oT6iSnKXdrM5aPSTvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.942 [XNIO-1 task-1]  0ul8oT6iSnKXdrM5aPSTvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:43.943 [XNIO-1 task-1]  0ul8oT6iSnKXdrM5aPSTvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/f2b57b97, base path is set to: null
18:00:43.943 [XNIO-1 task-1]  0ul8oT6iSnKXdrM5aPSTvg DEBUG com.networknt.schema.TypeValidator debug - validate( "f2b57b97", "f2b57b97", userId)
18:00:43.952 [XNIO-1 task-1]  1HNTM3fdQnWIO3LwIRlNGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/0ec9fcd6
18:00:43.952 [XNIO-1 task-1]  1HNTM3fdQnWIO3LwIRlNGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:43.952 [XNIO-1 task-1]  1HNTM3fdQnWIO3LwIRlNGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:43.952 [XNIO-1 task-1]  1HNTM3fdQnWIO3LwIRlNGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/0ec9fcd6
18:00:43.960 [XNIO-1 task-1]  zbUMa3hnTJCP6ytTCh2zsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:43.960 [XNIO-1 task-1]  zbUMa3hnTJCP6ytTCh2zsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.961 [XNIO-1 task-1]  zbUMa3hnTJCP6ytTCh2zsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:43.980 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fe63e39d
18:00:43.985 [XNIO-1 task-1]  tJDF_kDmRICXwbkBp7GvJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/564791cd, base path is set to: null
18:00:43.985 [XNIO-1 task-1]  tJDF_kDmRICXwbkBp7GvJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.986 [XNIO-1 task-1]  tJDF_kDmRICXwbkBp7GvJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:43.986 [XNIO-1 task-1]  tJDF_kDmRICXwbkBp7GvJA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/564791cd, base path is set to: null
18:00:43.986 [XNIO-1 task-1]  tJDF_kDmRICXwbkBp7GvJA DEBUG com.networknt.schema.TypeValidator debug - validate( "564791cd", "564791cd", userId)
18:00:43.998 [XNIO-1 task-1]  nzXTjxS3T6uj9ni3WHBsYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:43.998 [XNIO-1 task-1]  nzXTjxS3T6uj9ni3WHBsYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:43.999 [XNIO-1 task-1]  nzXTjxS3T6uj9ni3WHBsYw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.035 [XNIO-1 task-1]  J1s0SPSjTdeNrF16CMc4uw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.035 [XNIO-1 task-1]  J1s0SPSjTdeNrF16CMc4uw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.036 [XNIO-1 task-1]  J1s0SPSjTdeNrF16CMc4uw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.036 [XNIO-1 task-1]  J1s0SPSjTdeNrF16CMc4uw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:44.070 [XNIO-1 task-1]  1XvOBOT4Tai77gNkBl-u7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.071 [XNIO-1 task-1]  1XvOBOT4Tai77gNkBl-u7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.071 [XNIO-1 task-1]  1XvOBOT4Tai77gNkBl-u7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.099 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/428b566c, base path is set to: null
18:00:44.100 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.100 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.100 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:44.100 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/428b566c, base path is set to: null
18:00:44.101 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG com.networknt.schema.TypeValidator debug - validate( "428b566c", "428b566c", userId)
18:00:44.101 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"d35ddb9e-e1b5-4401-bc2a-195f34d6944b","newPassword":"4525390c-6760-47a7-a2bb-445d1df674dc","newPasswordConfirm":"4525390c-6760-47a7-a2bb-445d1df674dc"}, {"password":"d35ddb9e-e1b5-4401-bc2a-195f34d6944b","newPassword":"4525390c-6760-47a7-a2bb-445d1df674dc","newPasswordConfirm":"4525390c-6760-47a7-a2bb-445d1df674dc"}, requestBody)
18:00:44.101 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG com.networknt.schema.TypeValidator debug - validate( "4525390c-6760-47a7-a2bb-445d1df674dc", {"password":"d35ddb9e-e1b5-4401-bc2a-195f34d6944b","newPassword":"4525390c-6760-47a7-a2bb-445d1df674dc","newPasswordConfirm":"4525390c-6760-47a7-a2bb-445d1df674dc"}, requestBody.newPasswordConfirm)
18:00:44.101 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG com.networknt.schema.TypeValidator debug - validate( "d35ddb9e-e1b5-4401-bc2a-195f34d6944b", {"password":"d35ddb9e-e1b5-4401-bc2a-195f34d6944b","newPassword":"4525390c-6760-47a7-a2bb-445d1df674dc","newPasswordConfirm":"4525390c-6760-47a7-a2bb-445d1df674dc"}, requestBody.password)
18:00:44.101 [XNIO-1 task-1]  Q_Kk7NMOTpigZsoMUKlztg DEBUG com.networknt.schema.TypeValidator debug - validate( "4525390c-6760-47a7-a2bb-445d1df674dc", {"password":"d35ddb9e-e1b5-4401-bc2a-195f34d6944b","newPassword":"4525390c-6760-47a7-a2bb-445d1df674dc","newPasswordConfirm":"4525390c-6760-47a7-a2bb-445d1df674dc"}, requestBody.newPassword)
18:00:44.134 [XNIO-1 task-1]  9wmYjFesRnezq9X9AzpH5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.136 [XNIO-1 task-1]  9wmYjFesRnezq9X9AzpH5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.136 [XNIO-1 task-1]  9wmYjFesRnezq9X9AzpH5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.149 [XNIO-1 task-1]  5NoWHBT3Q26q9pIWfSNwLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a94e25f5, base path is set to: null
18:00:44.149 [XNIO-1 task-1]  5NoWHBT3Q26q9pIWfSNwLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.149 [XNIO-1 task-1]  5NoWHBT3Q26q9pIWfSNwLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.149 [XNIO-1 task-1]  5NoWHBT3Q26q9pIWfSNwLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/a94e25f5, base path is set to: null
18:00:44.150 [XNIO-1 task-1]  5NoWHBT3Q26q9pIWfSNwLA DEBUG com.networknt.schema.TypeValidator debug - validate( "a94e25f5", "a94e25f5", userId)
18:00:44.160 [XNIO-1 task-1]  tdnCLRV-S7-ePd406bh6Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.160 [XNIO-1 task-1]  tdnCLRV-S7-ePd406bh6Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.160 [XNIO-1 task-1]  tdnCLRV-S7-ePd406bh6Dg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.169 [XNIO-1 task-1]  LHPFy3LMRCCcbnLm2zINuA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.170 [XNIO-1 task-1]  LHPFy3LMRCCcbnLm2zINuA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.170 [XNIO-1 task-1]  LHPFy3LMRCCcbnLm2zINuA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.170 [XNIO-1 task-1]  LHPFy3LMRCCcbnLm2zINuA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:44.189 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/607cb481
18:00:44.189 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.189 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:44.189 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:44.190 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/607cb481
18:00:44.191 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, requestBody)
18:00:44.191 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, requestBody)
18:00:44.191 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG com.networknt.schema.FormatValidator debug - validate( "d5c13b68-5b6f-414d-99ad-ac11fd4a88d6", {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, requestBody.newPasswordConfirm)
18:00:44.191 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG com.networknt.schema.FormatValidator debug - validate( "3778ccef-178f-49d0-b279-8e0c5f3c9c94", {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, requestBody.password)
18:00:44.191 [XNIO-1 task-1]  FMSknMnOQue34Sal22ZN0Q DEBUG com.networknt.schema.FormatValidator debug - validate( "d5c13b68-5b6f-414d-99ad-ac11fd4a88d6", {"password":"3778ccef-178f-49d0-b279-8e0c5f3c9c94","newPassword":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6","newPasswordConfirm":"d5c13b68-5b6f-414d-99ad-ac11fd4a88d6"}, requestBody.newPassword)
18:00:44.221 [XNIO-1 task-1]  Dk5BomFZRBmsdR4lG7XdrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/f2b57b97
18:00:44.221 [XNIO-1 task-1]  Dk5BomFZRBmsdR4lG7XdrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:44.221 [XNIO-1 task-1]  Dk5BomFZRBmsdR4lG7XdrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:44.221 [XNIO-1 task-1]  Dk5BomFZRBmsdR4lG7XdrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/f2b57b97
18:00:44.226 [XNIO-1 task-1]  dG2aCHYtSxeY40EmiH7Aug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.226 [XNIO-1 task-1]  dG2aCHYtSxeY40EmiH7Aug DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.227 [XNIO-1 task-1]  dG2aCHYtSxeY40EmiH7Aug DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:44.248 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3cac78d7, base path is set to: null
18:00:44.248 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:44.248 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:44.248 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:44.248 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3cac78d7, base path is set to: null
18:00:44.249 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "3cac78d7", "3cac78d7", userId)
18:00:44.249 [XNIO-1 task-1]  V1Ys3HpwShOIH933TWINQQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"e7677527-0050-4642-8831-aff63a8dd6c8","newPassword":"85a68f05-02eb-4b75-8c35-a7357f346833","newPasswordConfirm":"85a68f05-02eb-4b75-8c35-a7357f346833"}, {"password":"e7677527-0050-4642-8831-aff63a8dd6c8","newPassword":"85a68f05-02eb-4b75-8c35-a7357f346833","newPasswordConfirm":"85a68f05-02eb-4b75-8c35-a7357f346833"}, requestBody)
